Proveedor,Texto breve material,CATEGORIA,CEDIS MOTOS,SUCURSAL,Centro,Almacén,IMEI/SERIE,Suma de Libre utilización,Suma de Valor libre util.,Suma de Bloqueado,Suma de Valor stock bloq.,Suma de Inspecc.de calidad,Suma de Valor en insp.cal.
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY COSAMALOAPAN OCAMPO,1241,10,3VMA2M3L0T2380309,1,$22358.67,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY EMILIANO ZAPATA CORREGIDORA,1188,10,3VMA2M3L7V2425099,1,$22524.22,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY HUIMANGUILLO AV ESCOBAR,1281,10,3VMA2M3L5V2444332,1,$21937.85,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY JUAN RODRIGUEZ VER CENTRO,1860,10,3VMA2M3L0V2444447,1,$22183.61,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY JUCHITAN 16 DE SEPTIEMBRE,1146,10,3VMA2M3LXV2444388,1,$21944.33,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY LERDO DE TEJADA ENRIQUEZ,1200,10,3VMA2M3L0T2415950,1,$21957.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY LERDO DE TEJADA ENRIQUEZ,1200,10,3VMA2M3L9T2380325,1,$21957.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MACUSPANA MOTOS,1901,10,3VMA2M3L4V2424864,1,$22651.61,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MACUSPANA MOTOS,1901,10,3VMA2M3L8V2424835,1,$22651.61,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MATIAS ROMERO 16 SEPT,1263,10,3VMA2M3L1T2416038,1,$21688.13,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MATIAS ROMERO MOTOS CENTRO,1868,10,3VMA2M3L8T2416005,1,$21723.65,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HIDALGO,1375,10,3VMA2M3L0V2444805,1,$21938.07,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY PARAISO CENTRO,1819,10,3VMA2M3L2V2424250,1,$22070.83,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY PIJIJIAPAN CENTRAL,1628,10,3VMA2M3L8V2444437,1,$21938.07,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TAPACHULA 1A PONIENTE,1175,10,3VMA2M3L7T2420966,1,$21708.96,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TEAPA GREGORIO,1124,10,3VMA2M3L6T2416424,1,$21817.45,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TENOSIQUE CALLE 28,1268,10,3VMA2M3L7V2444820,1,$21938.07,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TUX 5 SUR ORIENTE,1939,10,3VMA2M3L6V2444890,1,$21938.07,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TUX MOTOS NOVENA SUR,1875,10,3VMA2M3L1V2425177,1,$22587.92,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TUX PRIMERA PONIENTE SUR,1578,10,3VMA2M3L0V2444450,1,$22054.46,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TUXTEPEC 20 DE NOV,1134,10,3VMA2M3L3V2444815,1,$21938.07,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VER SAN ANDRES MOTOS,1798,10,3VMA2M3L2T2415996,1,$21957.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VER SAN ANDRES MOTOS,1798,10,3VMA2M3LXT2378423,1,$21957.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,3VMA2M3L1V2425146,1,$22032.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,3VMA2M3L8V2444440,1,$22032.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VILLA LERDO DE TEJADA,1167,10,3VMA2M3L1V2424272,1,$22651.61,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VILLA LERDO DE TEJADA 2 316,1768,10,3VMA2M3L5T2375669,1,$22272.71,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VILLA LERDO DE TEJADA 2 316,1768,10,3VMA2M3L6V2425188,1,$22272.71,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,PROVEEDOR,ENSENADA CENTRO GASTELUM,1949,10,3VMA2M3L3V2424855,1,$21965.50,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3VMA2M3L9T2424422,1,$21965.49,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,PROVEEDOR,MACROPAY TECATE BAJA PASCUAL ORTIZ,1444,10,3VMA2M3L4V2424833,1,$21965.49,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER GTR 220CC, ROJO",STREET,VENTA DINAMO,MACROPAY CHAHUITES 16 DE SEPTIEMBRE,1411,10,3VMA2M3L7T2416030,1,$21723.65,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,ACATLAN INDEPENDENCIA,1943,10,3VMA3ND13V2452574,1,$28881.46,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,CENTRO LAGO DE GUADALUPE EDOMEX,1885,10,3VMA3ND17V2452576,1,$28946.04,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY ACTOPAN ESCOBEDO,1239,10,3VMA3ND19T2437901,1,$29166.70,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY ALAMO CENTRO,1870,10,3VMA3ND18T2437856,1,$29113.37,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY AMECAMECA PLAZA VOLCANES,1879,10,3VMA3ND18V2452571,1,$28937.22,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY ATLIXCO MOTOS 3 SUR,1847,10,3VMA3ND12V2452503,1,$29138.40,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX CHEDRAUI AJUSCO L34D,1800,10,3VMA3ND18V2452490,1,$29013.60,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX COYOACAN CANTIL L20,1614,10,3VMA3ND15V2452737,1,$28923.96,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX CUAUHTEMOC LE2,1439,10,3VMA3ND18V2452733,1,$28923.96,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX PARQUE TEPEYAC L204,1780,10,3VMA3ND14V2452731,1,$28923.96,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX PLAZA EXHIBIMEX L16,1403,10,3VMA3ND11V2459720,1,$29091.09,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX PLAZA TEPEYAC L55,1845,10,3VMA3ND14V2459744,1,$28937.22,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX REPUBLICA DE BRASIL,1733,10,3VMA3ND11T2421627,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX SERVIPLAZA EL ROSARIO,1422,10,3VMA3ND1XT2421478,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX SORIANA IZTAPALAPA REF L3,1535,10,3VMA3ND11V2452573,1,$28946.04,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CDMX VIA MIXHUCA L4,1315,10,3VMA3ND14V2452583,1,$28881.46,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CHIMALHUACAN PLAZA L48,1301,10,3VMA3ND16V2452696,1,$28904.72,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY COACALCO POWER CENTER,1362,10,3VMA3ND16T2437855,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY CUAUTLA CAPITAN M ANZUREZ 93B,1710,10,3VMA3ND19V2452546,1,$28881.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY HUAJUAPAN CENTRO,1779,10,3VMA3ND11V2452430,1,$28923.95,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY HUAJUAPAN NUYOO,1140,10,3VMA3ND19V2452434,1,$28923.96,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY HUEJUTLA CARRETERA L3,1312,10,3VMA3ND14V2452485,1,$28937.22,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY IXMIQUILPAN PLAZA LNL29,1257,10,3VMA3ND14T2437840,1,$29113.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY JIUTEPEC CUAUHNAHUAC,1869,10,3VMA3ND11V2452735,1,$28923.96,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY JOJUTLA CENTRO,1854,10,3VMA3ND13V2452509,1,$28975.29,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY JOJUTLA CENTRO,1854,10,3VMA3ND18V2452716,1,$28975.29,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY LERMA SORIANA CENTRO L10,1823,10,3VMA3ND13T2438171,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY NAUCALPAN ING MILITARES,1790,10,3VMA3ND12V2452422,1,$30973.35,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY NAUCALPAN SAN MATEO L2,1600,10,3VMA3ND10V2459708,1,$29128.35,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY NICOLAS ROMERO TOWNCENTER LB06,1432,10,3VMA3ND15V2452639,1,$28881.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY OAX MINA L318,1371,10,3VMA3ND14V2452647,1,$28870.12,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,1881,10,3VMA3ND10V2452550,1,$28881.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY PINOTEPA LAS FLORES L1,1456,10,3VMA3ND13V2452364,1,$28881.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY PUE LOMA BELLA L5,1195,10,3VMA3ND16V2452620,1,$28923.95,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY PUE REFORMA,1245,10,3VMA3ND15V2452494,1,$29013.60,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY TEHUACAN 5 SUR,1138,10,3VMA3ND14V2452356,1,$28937.23,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY TEPOTZOTLAN AV INSURGENTES,1764,10,3VMA3ND1XV2452491,1,$29091.09,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY TIZAYUCA ALAMEDA COMERCIAL L04,1285,10,3VMA3ND14V2452695,1,$28927.98,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY TLALNE MULTI VALLE DORADO L25A,1295,10,3VMA3ND11T2438184,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY TLALNEPANTLA CENTRO,1902,10,3VMA3ND14V2452616,1,$28881.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY TLALNEPANTLA ENCUENTRO L29,1400,10,3VMA3ND12V2452727,1,$28927.98,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY TULANCINGO 21 DE MARZO,1716,10,3VMA3ND16V2452455,1,$29013.60,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY VER CENTRO INDEPENDENCIA,1897,10,3VMA3ND12V2452484,1,$29128.35,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY XOCHIMILCO,1697,10,3VMA3ND12V2459709,1,$29091.09,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,MACROPAY ZINACANTEPEC PLAZA MÍA L15,1308,10,3VMA3ND1XV2452510,1,$29026.63,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CDMX,PUEBLA 18 PONIENTE,1895,10,3VMA3ND13V2459721,1,$29091.09,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CULIACAN,MACROPAY DURANGO CENTRO B JUAREZ,1864,10,3VMA3ND18T2426551,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CULIACAN,MACROPAY GUAYMAS CENTRO 112,1882,10,3VMA3ND18T2421902,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CULIACAN,MACROPAY HERMOSILLO CENTRO NORIEGA,1911,10,3VMA3ND11T2421630,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CULIACAN,MACROPAY HERMOSILLO CENTRO NORIEGA,1911,10,3VMA3ND13T2421628,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CULIACAN,MACROPAY LA PAZ MERCADO MADERO,1805,10,3VMA3ND14T2426563,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS CULIACAN,MACROPAY LOS MOCHIS CENTRO,1852,10,3VMA3ND15T2426037,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3VMA3ND18V2452358,1,$29180.42,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY APATZINGAN CENTRO ANDRADE,1832,10,3VMA3ND11T2421949,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY COLIMA CENTRO MADERO,1932,10,3VMA3ND15T2437801,1,$29180.43,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY GDL EL FRESNO,1905,10,3VMA3ND14T2421895,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY GDL JESUS GONZALEZ ORTEGA,1520,10,3VMA3ND18T2438814,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY GDL MOTOS PASEO ALCALDE,1919,10,3VMA3ND14T2438700,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY GDL PEDRO LOZA,1516,10,3VMA3ND11T2421871,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY GDL PLAZA INDEPENDENCIA L1-5,1435,10,3VMA3ND16T2438701,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY MANZANILLO CENTRO AV MEXICO,1763,10,3VMA3ND1XT2421965,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY TECOMAN ALDAMA 52,1571,10,3VMA3ND16T2421977,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY ZAPOPAN AV HIDALGO,1508,10,3VMA3ND10T2425880,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS GDL,MACROPAY ZAPOTLANEJO PORFIRIO DIAZ,1517,10,3VMA3ND13T2426019,1,$29352.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,CEDIS MERIDA,11,140,3VMA3ND11V2452556,1,$31794.54,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY  MID OUTLET CALLE 56,2014,10,3VMA3ND16V2452519,1,$29673.19,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY CHT HEROES 2,1122,10,3VMA3ND1XV2452409,1,$31711.28,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY CHT MOTOS OTHON,1738,10,3VMA3ND12V2459788,1,$31711.28,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY CUN CHEDRAUI MUNDO MAYA,1877,10,3VMA3ND13V2459797,1,$29471.96,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY CUN CHEDRAUI MUNDO MAYA,1877,10,3VMA3ND15V2452379,1,$29471.96,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3VMA3ND11V2459748,1,$28921.80,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY IZAMAL MOTOS,1907,10,3VMA3ND15V2452575,1,$31794.55,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY PROGRESO MOTOS CALLE 27,1934,10,3VMA3ND13V2452378,1,$32497.60,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY TIZIMIN CALLE 50,1617,10,3VMA3ND12T2438680,1,$29029.12,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY TULUM ARRICE MOTOS,1844,10,3VMA3ND13V2459783,1,$31974.08,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS MID,MACROPAY VALLADOLID MOTOS CALLE 39,1748,10,3VMA3ND1XV2452376,1,$29193.13,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3VMA3ND10T2438824,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3VMA3ND11T2426570,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3VMA3ND16T2426550,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,CIUDAD VICTORIA CENTRO,1944,10,3VMA3ND1XT2425983,1,$29337.37,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,MACROPAY CD JUAREZ PLAZA MALL,1921,10,3VMA3ND16T2425978,1,$29337.37,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,MACROPAY MATAMOROS CENTRO ABASOLO,1904,10,3VMA3ND13T2426604,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,MACROPAY MTY CENTRO CUAUHTEMOC L131,1560,10,3VMA3ND18T2438697,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,MACROPAY SABINAS CENTRO,1938,10,3VMA3ND10T2425989,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,MACROPAY SAN PEDRO COAHUILA CENTRO,1859,10,3VMA3ND14T2438826,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,MACROPAY TORREON CENTRO,1772,10,3VMA3ND1XT2426048,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,MACROPAY TORREON CENTRO HIDALGO,1941,10,3VMA3ND18T2426548,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SALTILLO,PARRAL CHIHUAHUA CENTRO,1945,10,3VMA3ND1XT2438751,1,$29337.38,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SAN LUIS,CD MANTE CENTRO,1888,10,3VMA3ND10T2421974,1,$29369.08,0,$0,0,0
