Proveedor,Texto breve material,CATEGORIA,CEDIS MOTOS,SUCURSAL,Centro,Almacén,IMEI/SERIE,Suma de Libre utilización,Suma de Valor libre util.,Suma de Bloqueado,Suma de Valor stock bloq.,Suma de Inspecc.de calidad,Suma de Valor en insp.cal.
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS SAN LUIS,MACROPAY SAN LUIS DE LA PAZ CENTRO,1855,10,3SAGE1GAXT1002677,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS SAN LUIS,MACROPAY SLP CENTRO PIPILA,1788,10,3SAGE1GAXT1002873,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS SAN LUIS,MACROPAY TAMPICO CENTRO ADUANA,1753,10,3SAGE1GA1T1001286,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS SAN LUIS,SAN LUIS POTOSI FUNDADORES,1912,10,3SAGE1GA4T1002237,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA2T1002897,1,$23739.21,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA5V1002816,1,$23739.21,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA5V1002878,1,$23739.21,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA7T1002202,1,$23739.21,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY CARDENAS PORTALES CENTRO,1802,10,3SAGE1GA4T1002075,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22,1773,10,3SAGE1GA4T1003047,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,1811,10,3SAGE1GA4T1002514,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY CD DEL CARMEN ZENTRALIA,1064,10,3SAGE1GA6T1001865,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY COATZA MERCADO MORELOS,1803,10,3SAGE1GA1T1001434,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ,1429,10,3SAGE1GA1T1002678,1,$23552.09,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ MOTOS,1796,10,3SAGE1GA7T1002801,1,$23219.04,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY COMALCALCO REFORMA,1218,10,3SAGE1GA6T1003003,1,$23891.14,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY EMILIANO ZAPATA CORREGIDORA,1188,10,3SAGE1GA3T1002732,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY FORUM COATZACOALCOS ,3004,10,3SAGE1GA9T1002220,1,$23644.06,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY HUIMANGUILLO AV ESCOBAR,1281,10,3SAGE1GAXT1002954,1,$23674.23,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY HUIMANGUILLO BENITO JUAREZ,1699,10,3SAGE1GA8T1002676,1,$23891.14,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY MACUSPANA MOTOS,1901,10,3SAGE1GAXV1002858,1,$23891.14,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY MATIAS ROMERO MOTOS CENTRO,1868,10,3SAGE1GA8T1002709,1,$23552.09,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HIDALGO,1375,10,3SAGE1GAXT1001870,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY MOTOZINTLA LAS CANOAS,1193,10,3SAGE1GA6T1001560,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY NANCHITAL CENTRO,1786,10,3SAGE1GA4T1003002,1,$23552.09,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY TIERRA BLANCA CENTRO,1771,10,3SAGE1GA0T1002350,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY TUX 6TA SUR PONIENTE,1080,10,3SAGE1GA9T1002718,1,$23614.26,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY TUX MOTOS NOVENA SUR,1875,10,3SAGE1GA9T1003013,1,$23326.68,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY TUXTEPEC 20 DE NOV,1134,10,3SAGE1GA1T1002101,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY TUXTLA TERAN 2 ORIENTE,1613,10,3SAGE1GA4T1001671,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY VER LAS CHOAPAS PLAN DE AYALA,1610,10,3SAGE1GA4T1002822,1,$23552.09,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,3SAGE1GA8T1002810,1,$23546.43,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY VILLA LERDO DE TEJADA,1167,10,3SAGE1GA9T1002976,1,$23891.14,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY VILLA LERDO DE TEJADA 2 316,1768,10,3SAGE1GA0T1002834,1,$23891.14,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,CEDIS TAB PXGL,MACROPAY VILLA MADERO 939,1127,10,3SAGE1GA8T1003004,1,$23432.35,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,PROVEEDOR,ENSENADA CENTRO GASTELUM,1949,10,3SAGE1GA7T1002992,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,PROVEEDOR,ENSENADA CENTRO GASTELUM,1949,10,3SAGE1GA9T1002797,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAGE1GA0T1002221,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAGE1GA4T1002786,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAGE1GA7T1002233,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAGE1GAXT1002887,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",STREET,VENTA DINAMO,MACROPAY SALINA CRUZ PABELLON L5,1142,10,3SAGE1GA4T1002738,1,$23239.08,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY AMECAMECA PLAZA VOLCANES,1879,10,3SAAF1GA0V1001608,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY APAN REFORMA,1366,10,3SAAF1GA3T1000854,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY ATIZAPAN VILLAS HACIENDA,1866,10,3SAAF1GA4V1001790,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY CDMX COLONIA PORTALES,1735,10,LGVSNPC05TZ202083,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY CDMX COYOACAN CANTIL L20,1614,10,LGVSNPC00TZ202024,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY CDMX PLAZA EXHIBIMEX L16,1403,10,3SAAF1GA2T1001106,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY CDMX PLAZA TEPEYAC L55,1845,10,3SAAF1GA1V1001603,1,$25415.18,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY CHIMALHUACAN SORIANA PEÑON L1,1566,10,LGVSNPC07TZ202098,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY CIUDAD CARDEL CENTRO,1906,10,3SAAF1GA3V1001764,1,$25309.52,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY COYOTEPEC P DE LA CONSTITUCION,1425,10,3SAAF1GA6V1001662,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY EL PUEBLITO CITADINA L30,1480,10,3SAAF1GA7V1001668,1,$25521.83,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY HUACHINANGO JUAREZ L 1,1219,10,3SAAF1GAXV1001700,1,$26010.34,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY HUAJUAPAN CENTRO,1779,10,3SAAF1GA9V1001736,1,$25521.83,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY IXTAPALUCA BUENAVENTURA,1900,10,3SAAF1GA3V1001568,1,$25212.66,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY LERMA SORIANA CENTRO L10,1823,10,3SAAF1GA6T1001013,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY LERMA SORIANA CENTRO L10,1823,10,LGVSNPC02TZ202140,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY MEXICALTZINGO NARCISO MENDOZA,1787,10,3SAAF1GA4T1001480,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY NAUCALPAN SAN MATEO L2,1600,10,3SAAF1GA1T1000884,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY NOCHIXTLAN PROGRESO,1321,10,3SAAF1GA6V1001757,1,$25521.83,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY OAX MINA L318,1371,10,3SAAF1GA7V1001816,1,$26010.34,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY TECAMAC MACROPLAZA LF14,1830,10,LGVSNPC09TZ202135,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY TECAMAC SORIANA MDO II L4-5,1605,10,LGVSNPC08TZ202045,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY TIANGUISTENCO PLAZA MÍA L5,1307,10,3SAAF1GA5V1001796,1,$25212.66,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY TLALNEPANTLA CENTRO,1902,10,3SAAF1GA0T1000973,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY TLALNEPANTLA CENTRO,1902,10,3SAAF1GA1T1001260,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY TUXPAN MERCADO,1261,10,3SAAF1GA3T1001454,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY VER CENTRO HIDALGO,1883,10,3SAAF1GA5V1001538,1,$25415.18,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CDMX,MACROPAY VERACRUZ AV MATAMOROS NORTE,1721,10,3SAAF1GA9V1001817,1,$25785.74,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CULIACAN,MACROPAY CD OBREGON CENTRO,1891,10,LGVSNPC07TZ202067,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CULIACAN,MACROPAY DURANGO CENTRO B JUAREZ,1864,10,3SAAF1GA7T1001506,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CULIACAN,MACROPAY GUAYMAS CENTRO 112,1882,10,3SAAF1GA9T1001300,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CULIACAN,MACROPAY HERMOSILLO PATIO L06D,1922,10,3SAAF1GAXT1001421,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS CULIACAN,MACROPAY LA PAZ PLAZA ALAMEDA L3,1659,10,3SAAF1GA6T1001190,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA1V1001813,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA3V1001523,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA5V1001619,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA7V1001606,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GAXV1001647,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS GDL,COLIMA PLAZA SAN FERNANDO,1947,10,LGVSNPC0XTZ202130,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS GDL,MACROPAY APATZINGAN CENTRO ANDRADE,1832,10,3SAAF1GA0T1001458,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS GDL,MACROPAY GDL EL FRESNO,1905,10,3SAAF1GA4T1001205,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SAAF1GA7V1001783,1,$26058.76,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SAAF1GA8V1001646,1,$26058.76,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY CHT MOTOS OTHON,1738,10,3SAAF1GA3V1001618,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY CUN CHEDRAUI MUNDO MAYA,1877,10,3SAAF1GA2V1001545,1,$25878.88,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3SAAF1GA2T1001221,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3SAAF1GAXT1001225,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY ESCARCEGA H. MARTINEZ,1098,10,3SAAF1GA0T1001475,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY ESCARCEGA J SIERRA MOTOS,1797,10,3SAAF1GA0T1001234,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY MID MOTOS CALLE 56,1100,10,3SAAF1GA9V1001669,1,$26058.76,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY PUERTO MORELOS L9,1103,10,3SAAF1GA7T1001375,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY TULUM ARRICE MOTOS,1844,10,3SAAF1GA7T1001151,1,$26775.72,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY TULUM CHEDRAUI L01 PLUS,1916,10,3SAAF1GA0T1001461,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY VALLADOLID MOTOS CALLE 39,1748,10,3SAAF1GA8T1001224,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS MID,MACROPAY VALLADOLID MOTOS CALLE 39,1748,10,3SAAF1GA8V1001579,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SALTILLO,MACROPAY ESCOBEDO MI TIENDA L16E,1525,10,3SAAF1GA7T1001490,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SALTILLO,MACROPAY SALTILLO SENDERO SUR LE7-9,1923,10,3SAAF1GA6T1001464,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SALTILLO,MACROPAY TORREON CENTRO,1772,10,LGVSNPC09TZ202054,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SALTILLO,MACROPAY TORREON CENTRO HIDALGO,1941,10,3SAAF1GA4T1001494,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SAN LUIS,MACROPAY AGUASCALIENTES V ASUNCION,1857,10,3SAAF1GA7T1001408,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SAN LUIS,MACROPAY FRESNILLO CENTRO,1886,10,LGVSNPC05TZ202133,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SAN LUIS,MACROPAY IRAPUATO FRAGARIA LB05,1530,10,LGVSNPC09TZ202152,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SAN LUIS,MACROPAY SALAMANCA PLAZA VIA ALTA L1018A,1415,10,3SAAF1GA8T1001420,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS SAN LUIS,MACROPAY TAMPICO CENTRO ADUANA,1753,10,3SAAF1GA4T1001253,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY CARDENAS CENTRAL,1743,10,3SAAF1GA0T1001492,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY CARDENAS PORTALES CENTRO,1802,10,LGVSNPC06TZ202089,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY CD CARMEN CALLE 20,1090,10,LGVSNPC00TZ202041,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,1811,10,3SAAF1GA3T1001194,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ MOTOS,1796,10,3SAAF1GA1T1001310,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY FORUM COATZACOALCOS ,3004,10,3SAAF1GA1T1001307,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY HUIXTLA ZARAGOZA,1184,10,3SAAF1GA6T1001206,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY JUAN RODRIGUEZ VER CENTRO,1860,10,3SAAF1GA9T1001183,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY MACUSPANA MOTOS,1901,10,3SAAF1GA5T1001195,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY PALENQUE 2ND PONIENTE,1170,10,LGVSNPC04TZ202141,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY TAPACHULA AV NORTE,1109,10,LGVSNPC06TZ202013,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY TUX AMBAR L1N-22,1290,10,3SAAF1GA3T1001390,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY TUX CALLE SEGUNDA,1177,10,LGVSNPC05TZ202021,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY TUX MOTOS NOVENA SUR,1875,10,LGVSNPC09TZ202085,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY TUXTEPEC 20 DE NOV,1134,10,LGVSNPC06TZ202044,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY VER SAN ANDRES MOTOS,1798,10,3SAAF1GA9T1001233,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY VER SAN ANDRES MOTOS,1798,10,LGVSNPC05TZ202018,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,3SAAF1GA6T1001450,1,$25728.80,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,3SAAF1GAXT1001161,1,$25728.80,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,LGVSNPC01TZ202131,1,$25728.80,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,MACROPAY VILLA LERDO DE TEJADA,1167,10,3SAAF1GA8T1001255,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,PROVEEDOR,ENSENADA CENTRO GASTELUM,1949,10,3SAAF1GA2V1001609,1,$26179.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAAF1GA3V1001621,1,$26179.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAAF1GA8V1001825,1,$26179.00,0,$0,0,0
BODESA,"MOTO BDS HAWK GT 250CC, AZUL",ADVENTURE,CEDIS CDMX,MACROPAY IXMIQUILPAN PLAZA DIAMANTE,1770,10,R66HYN1A9T1000742,1,$38999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK GT 250CC, AZUL",ADVENTURE,CEDIS CDMX,MACROPAY JOJUTLA CENTRO,1854,10,R66HYN1A5T1000737,1,$38999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK GT 250CC, AZUL",ADVENTURE,CEDIS CDMX,MACROPAY JOJUTLA CENTRO,1854,10,R66HYN1A7T1000738,1,$38999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK GT 250CC, AZUL",ADVENTURE,CEDIS CDMX,MACROPAY TECAMAC PLAZA BELLA L E5,1793,10,R66HYN1A8T1000876,1,$38999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK GT 250CC, AZUL",ADVENTURE,CEDIS CDMX,MACROPAY TEHUACAN 5 SUR,1138,10,R66HYN1A3T1000879,1,$38999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK GT 250CC, AZUL",ADVENTURE,CEDIS CDMX,MACROPAY TEPEAPULCO AV MORELOS,1284,10,R66HYN1A6T1001038,1,$38999.00,0,$0,0,0
